EmployeeID,Age,Gender,Ethnicity,Department,JobTitle,PerformanceScore,TenureYears,DisabilityStatus,VeteranStatus,Location,LGBTStatus,Promotion,InclusionProgramParticipant,Salary
14343,31,Female,Black,Engineering,Manager,4,10.5,Yes,Yes,Houston,No,Yes,Yes,125692
14344,54,Male,Hispanic,Finance,Analyst,2,4.0,Yes,No,Austin,No,Yes,No,134203
14345,28,Female,Indian,Marketing,Analyst,5,2.8,Yes,Yes,Houston,No,Yes,No,115761
14346,30,Male,Asian,Legal,Manager,2,4.4,Yes,Yes,New York,No,Yes,No,175297
14347,49,Female,White,Finance,Analyst,4,19.5,Yes,No,Atlanta,No,Yes,No,260797
14348,42,Male,Black,Marketing,Leadership,5,2.1,No,No,New York,Yes,No,Yes,115180
14349,62,Female,White,Legal,Engineer,3,7.7,No,Yes,Houston,Yes,No,No,283696
14350,49,Female,Indian,HR,Leadership,1,12.1,Yes,No,Atlanta,No,Yes,No,258534
14351,58,Male,Indian,Engineering,Specialist,1,18.6,Yes,Yes,Atlanta,Yes,No,No,162794
14352,62,Male,Asian,Engineering,Leadership,2,5.8,Yes,Yes,Los Angeles,Yes,Yes,No,208044
14353,47,Female,Asian,HR,Specialist,1,3.9,No,Yes,Houston,No,Yes,Yes,187762
14354,46,Male,Indian,Finance,Manager,4,19.1,Yes,Yes,Los Angeles,Yes,Yes,Yes,235339
14355,54,Female,Asian,Legal,Manager,2,2.2,Yes,No,New York,Yes,No,No,103362
14356,52,Female,Hispanic,HR,Engineer,5,0.9,Yes,No,Houston,Yes,No,No,93081
14357,64,Male,Hispanic,Marketing,Manager,1,19.6,No,Yes,Los Angeles,No,No,Yes,268847
14358,50,Male,Indian,Sales,Leadership,5,3.2,No,No,Houston,Yes,Yes,Yes,162623
14359,34,Female,White,Finance,Engineer,4,1.1,No,Yes,Los Angeles,Yes,No,No,264342
14360,29,Female,Black,Finance,Manager,5,10.4,No,Yes,Los Angeles,Yes,No,Yes,169469
14361,37,Male,Black,Engineering,Manager,1,16.8,Yes,No,New York,Yes,No,No,149580
14362,46,Female,Asian,Engineering,Engineer,3,5.3,Yes,Yes,Austin,Yes,Yes,No,241499
14363,28,Male,Black,Finance,Specialist,1,12.8,Yes,No,Atlanta,Yes,Yes,No,181066
14364,59,Male,Asian,Sales,Specialist,4,18.5,Yes,No,Austin,Yes,No,No,216517
14365,42,Male,Black,Engineering,Analyst,1,0.7,No,Yes,Austin,Yes,Yes,No,117540
14366,50,Male,Hispanic,Engineering,Leadership,1,5.9,Yes,No,Chicago,Yes,Yes,No,209846
14367,48,Female,Black,HR,Analyst,1,2.3,Yes,No,Atlanta,Yes,No,Yes,90352
14368,44,Male,Black,Legal,Manager,5,9.7,No,Yes,Austin,Yes,Yes,Yes,242675
14369,57,Male,Indian,Legal,Manager,4,9.1,No,Yes,Austin,No,Yes,No,170093
14370,31,Female,Hispanic,Finance,Engineer,5,11.9,No,No,New York,No,Yes,Yes,141768
14371,37,Female,Hispanic,Engineering,Specialist,1,13.9,Yes,No,Chicago,Yes,Yes,Yes,125806
14372,26,Female,White,HR,Manager,2,14.1,Yes,Yes,Austin,Yes,No,No,124148
14373,63,Female,Asian,Marketing,Specialist,5,9.0,No,No,Los Angeles,Yes,Yes,Yes,183764
14374,45,Male,Black,Legal,Leadership,4,17.4,Yes,Yes,Houston,Yes,Yes,Yes,205435
14375,57,Male,Asian,HR,Engineer,4,5.2,No,No,Chicago,Yes,Yes,Yes,118838
14376,58,Male,White,Engineering,Leadership,2,11.8,Yes,No,Austin,No,Yes,No,224092
14377,37,Female,Hispanic,Finance,Leadership,2,19.2,No,Yes,New York,Yes,No,No,273915
14378,57,Male,Asian,HR,Engineer,3,13.9,No,No,Chicago,No,Yes,Yes,233636
14379,52,Male,Hispanic,Sales,Manager,4,17.3,Yes,No,Austin,Yes,Yes,Yes,268242
14380,22,Male,Indian,HR,Specialist,1,4.1,Yes,No,Austin,Yes,Yes,No,115987
14381,53,Male,White,HR,Leadership,2,18.0,Yes,No,New York,No,Yes,Yes,217073
14382,46,Female,Hispanic,Finance,Specialist,1,3.2,No,No,Atlanta,Yes,No,No,270966
14383,42,Female,Hispanic,HR,Specialist,4,15.2,No,Yes,New York,No,No,No,272071
14384,46,Male,Indian,HR,Specialist,4,15.9,Yes,Yes,Houston,No,No,Yes,250839
14385,47,Female,Asian,Sales,Manager,4,12.8,No,No,Austin,Yes,No,Yes,213126
14386,33,Female,Indian,HR,Analyst,2,13.4,No,No,Houston,Yes,No,Yes,180686
14387,41,Female,Black,Engineering,Leadership,5,9.5,Yes,No,Los Angeles,No,Yes,No,249778
14388,39,Female,Indian,HR,Analyst,5,17.4,No,No,Atlanta,No,Yes,Yes,249580
14389,54,Female,Asian,HR,Specialist,3,2.9,No,Yes,Austin,No,No,No,132455
14390,54,Male,Asian,Legal,Analyst,2,1.3,Yes,No,Los Angeles,Yes,Yes,No,160046
14391,28,Male,White,Legal,Specialist,4,11.6,Yes,Yes,Houston,Yes,Yes,Yes,107404
14392,35,Female,Asian,Engineering,Manager,3,17.1,No,No,Austin,Yes,Yes,No,155764
14393,23,Female,White,HR,Leadership,4,8.6,No,Yes,Los Angeles,Yes,No,Yes,138880
14394,45,Female,Hispanic,Engineering,Manager,3,19.3,No,Yes,Atlanta,No,No,No,115449
14395,53,Male,White,Engineering,Engineer,3,14.1,Yes,No,Chicago,Yes,No,No,182171
14396,27,Female,White,Marketing,Manager,5,7.9,No,Yes,New York,Yes,No,No,89965
14397,23,Female,Black,Finance,Specialist,5,7.9,No,No,Houston,No,No,No,203821
14398,52,Female,Hispanic,Sales,Engineer,1,3.3,No,No,Atlanta,Yes,No,No,136046
14399,56,Male,Indian,Marketing,Manager,2,13.3,No,Yes,New York,Yes,Yes,Yes,134410
14400,56,Male,Hispanic,Legal,Specialist,5,17.3,Yes,No,Atlanta,Yes,Yes,Yes,219896
14401,51,Female,Hispanic,Finance,Engineer,3,13.7,No,No,Atlanta,Yes,Yes,No,282214
14402,35,Male,Asian,Marketing,Manager,1,19.4,Yes,No,New York,Yes,No,No,105507
14403,26,Female,Black,Sales,Manager,3,19.1,No,No,Los Angeles,Yes,No,Yes,278279
14404,36,Male,Indian,Finance,Specialist,3,2.2,No,Yes,Austin,No,Yes,No,218916
14405,57,Male,Indian,HR,Leadership,1,18.2,No,Yes,Los Angeles,No,No,No,252666
14406,41,Female,Black,Legal,Leadership,4,9.1,No,Yes,Atlanta,No,Yes,Yes,226366
14407,22,Female,Hispanic,Marketing,Manager,5,1.7,Yes,Yes,Atlanta,No,Yes,Yes,253794
14408,57,Male,Black,Sales,Analyst,5,10.6,No,Yes,Chicago,Yes,No,Yes,167253
14409,49,Female,Asian,HR,Engineer,3,18.6,No,No,Chicago,Yes,No,No,180531
14410,30,Male,Indian,Sales,Engineer,2,2.6,No,Yes,Chicago,No,Yes,Yes,255467
14411,59,Male,White,Sales,Analyst,1,10.8,No,Yes,Los Angeles,Yes,Yes,Yes,107745
14412,62,Female,Hispanic,Marketing,Specialist,1,10.1,Yes,No,New York,Yes,Yes,No,221740
14413,44,Male,Asian,Sales,Leadership,1,18.3,Yes,Yes,Chicago,No,No,No,120959
14414,62,Female,Asian,HR,Specialist,5,16.1,No,Yes,Chicago,Yes,No,No,120647
14415,25,Female,Asian,Sales,Manager,5,18.5,No,No,Chicago,No,Yes,Yes,245372
14416,48,Male,Asian,HR,Manager,4,15.1,No,Yes,Atlanta,No,No,Yes,248180
14417,42,Male,Hispanic,Marketing,Engineer,2,18.0,Yes,Yes,Austin,Yes,No,Yes,274608
14418,33,Male,Hispanic,HR,Engineer,4,11.2,No,Yes,Austin,No,Yes,No,265802
14419,58,Male,White,Marketing,Manager,5,11.5,No,No,Houston,Yes,Yes,No,124680
14420,62,Female,White,Marketing,Manager,1,16.5,No,Yes,Los Angeles,Yes,Yes,No,242089
14421,43,Male,Asian,Sales,Analyst,2,11.8,Yes,Yes,Chicago,No,Yes,No,142054
14422,27,Female,Hispanic,Legal,Leadership,3,9.0,Yes,No,Atlanta,Yes,No,No,184722
14423,22,Female,Hispanic,Marketing,Specialist,3,10.1,No,No,Houston,No,No,Yes,215961
14424,59,Female,White,Sales,Leadership,1,9.0,No,No,Atlanta,No,Yes,No,184850
14425,26,Female,Hispanic,Sales,Leadership,1,10.1,Yes,No,Atlanta,No,No,Yes,153278
14426,43,Male,Indian,HR,Leadership,3,18.1,Yes,No,New York,No,No,No,218574
14427,22,Female,Indian,HR,Specialist,5,8.9,No,No,Chicago,No,Yes,Yes,185743
14428,34,Female,Asian,Sales,Specialist,3,17.8,Yes,Yes,Houston,Yes,No,Yes,176776
14429,59,Male,Indian,HR,Specialist,5,13.2,Yes,No,Chicago,No,No,No,197886
14430,56,Female,Black,Finance,Manager,3,16.0,Yes,No,Austin,No,No,No,209445
14431,43,Male,White,Legal,Analyst,4,3.5,No,Yes,New York,Yes,Yes,Yes,110961
14432,59,Male,Asian,Engineering,Engineer,3,1.5,Yes,Yes,New York,No,Yes,Yes,261264
14433,46,Female,Hispanic,Engineering,Engineer,2,8.5,Yes,Yes,New York,Yes,Yes,Yes,185221
14434,53,Male,Hispanic,Sales,Specialist,5,7.7,No,No,Austin,Yes,Yes,Yes,235350
14435,22,Male,White,Marketing,Analyst,1,11.5,No,Yes,Atlanta,No,No,No,271223
14436,49,Female,White,Finance,Specialist,5,7.7,No,No,Austin,Yes,Yes,No,278148
14437,25,Female,Hispanic,HR,Analyst,3,12.7,Yes,No,Los Angeles,No,No,Yes,196698
14438,27,Female,Hispanic,Sales,Leadership,5,9.6,Yes,Yes,Austin,No,Yes,No,214284
14439,26,Male,White,Engineering,Specialist,1,17.3,Yes,No,New York,No,No,Yes,275889
14440,55,Male,Hispanic,Legal,Manager,5,16.8,No,No,Chicago,No,Yes,Yes,117054
14441,30,Male,Asian,Legal,Manager,2,1.2,Yes,No,Atlanta,No,No,No,211505
14442,61,Female,Hispanic,Marketing,Engineer,4,1.8,No,Yes,Atlanta,No,Yes,No,160214
14443,48,Male,Asian,Engineering,Specialist,5,16.0,Yes,Yes,Austin,No,No,Yes,180495
14444,22,Male,Black,Engineering,Analyst,3,11.7,Yes,No,Atlanta,Yes,No,No,117786
14445,33,Female,White,Legal,Leadership,3,4.2,Yes,Yes,Los Angeles,No,No,No,196377
14446,23,Female,Black,Marketing,Leadership,1,5.2,Yes,No,Austin,No,No,Yes,196028
14447,34,Male,Hispanic,Marketing,Specialist,5,3.6,No,No,Atlanta,No,No,Yes,115064
14448,43,Male,Asian,Engineering,Leadership,3,9.2,Yes,Yes,Atlanta,Yes,Yes,No,119696
14449,44,Female,Hispanic,Sales,Analyst,1,16.0,Yes,Yes,Austin,No,No,No,226468
14450,52,Male,White,HR,Leadership,4,3.5,No,No,Los Angeles,No,No,Yes,209633
14451,52,Male,Asian,HR,Specialist,4,13.1,Yes,No,Los Angeles,Yes,Yes,No,204013
14452,26,Male,Black,Marketing,Engineer,4,12.7,No,No,New York,No,No,No,93252
14453,41,Male,White,Marketing,Specialist,4,4.1,No,Yes,Los Angeles,Yes,No,No,142915
14454,62,Female,Black,HR,Leadership,2,7.7,No,Yes,Austin,No,No,Yes,264150
14455,25,Male,White,Engineering,Specialist,4,11.6,No,No,Chicago,Yes,No,No,172978
14456,59,Male,Black,Legal,Leadership,3,15.6,No,Yes,Houston,Yes,Yes,Yes,262300
14457,63,Male,Indian,Finance,Engineer,5,2.1,No,Yes,Atlanta,Yes,Yes,No,221191
14458,62,Female,Hispanic,Marketing,Analyst,4,17.7,Yes,No,Atlanta,No,No,Yes,222617
14459,55,Male,Hispanic,Marketing,Specialist,5,12.4,Yes,Yes,Austin,No,No,Yes,142623
14460,57,Male,Indian,Finance,Specialist,4,18.4,Yes,No,Austin,Yes,No,No,139579
14461,34,Male,Hispanic,Finance,Engineer,3,7.4,No,No,Austin,No,No,No,138568
14462,43,Male,Black,HR,Manager,1,3.3,No,Yes,Houston,Yes,Yes,Yes,228419
14463,35,Male,White,Finance,Manager,5,5.0,No,No,Houston,No,No,No,183508
14464,32,Male,White,Legal,Specialist,4,16.4,Yes,Yes,Atlanta,No,No,Yes,101140
14465,35,Female,Indian,Legal,Leadership,3,7.6,Yes,Yes,Atlanta,Yes,No,Yes,285742
14466,49,Female,Hispanic,Marketing,Leadership,5,17.7,No,No,Austin,No,No,No,251585
14467,42,Female,Hispanic,HR,Manager,1,2.2,No,Yes,Chicago,Yes,Yes,Yes,116665
14468,48,Male,Indian,Engineering,Engineer,5,9.6,No,No,Chicago,Yes,Yes,Yes,179968
14469,62,Male,Indian,Finance,Analyst,3,10.9,No,Yes,Los Angeles,No,Yes,No,240933
14470,50,Male,White,Engineering,Engineer,2,15.1,Yes,No,Chicago,Yes,No,Yes,92771
14471,32,Male,Indian,Finance,Analyst,3,16.5,No,No,Los Angeles,Yes,Yes,Yes,126525
14472,24,Female,Hispanic,Marketing,Specialist,4,10.5,No,No,Atlanta,No,No,Yes,118883
14473,54,Female,Black,HR,Manager,1,3.7,No,Yes,Chicago,No,Yes,Yes,193290
14474,45,Male,Asian,HR,Manager,2,16.8,Yes,No,New York,Yes,Yes,No,205091
14475,33,Male,White,Legal,Leadership,2,0.6,Yes,No,Atlanta,No,Yes,No,212509
14476,40,Male,Indian,Finance,Engineer,2,1.0,Yes,No,Atlanta,No,Yes,No,167499
14477,37,Male,Asian,Legal,Leadership,2,15.3,Yes,No,Houston,Yes,Yes,No,104604
14478,49,Female,Black,Sales,Leadership,3,5.2,No,No,Houston,Yes,No,No,171207
14479,53,Male,Black,Legal,Leadership,5,14.8,Yes,No,Los Angeles,No,Yes,No,179936
14480,48,Male,Black,HR,Specialist,4,17.1,Yes,Yes,Houston,No,Yes,Yes,242700
14481,53,Female,Asian,Legal,Engineer,5,3.5,Yes,No,Houston,Yes,No,No,170894
14482,38,Male,Black,Marketing,Analyst,2,4.8,Yes,No,Chicago,Yes,Yes,No,209420
14483,41,Female,Asian,Finance,Manager,2,1.1,Yes,No,Houston,No,No,Yes,170576
14484,29,Male,White,Engineering,Leadership,4,8.1,Yes,No,Austin,No,Yes,No,197169
14485,57,Male,White,Sales,Manager,4,7.9,Yes,Yes,Houston,No,Yes,No,241470
14486,32,Male,Hispanic,Sales,Analyst,3,9.1,No,No,Houston,Yes,Yes,Yes,129629
14487,56,Female,Hispanic,Sales,Analyst,4,8.7,Yes,No,Atlanta,No,No,No,268638
14488,59,Male,Hispanic,Sales,Specialist,2,13.4,Yes,Yes,New York,Yes,Yes,Yes,235788
14489,32,Female,Asian,Marketing,Manager,5,9.4,No,No,Atlanta,No,No,No,286633
14490,39,Female,Black,Sales,Specialist,2,8.7,Yes,No,Chicago,No,No,Yes,277854
14491,23,Male,White,Marketing,Manager,1,6.4,Yes,Yes,Austin,No,Yes,Yes,252227
14492,57,Female,Black,Engineering,Engineer,1,14.1,No,No,Austin,No,No,No,270628
14493,42,Female,White,Sales,Manager,3,10.5,Yes,No,Austin,No,Yes,Yes,99383
14494,57,Male,Indian,Legal,Manager,5,19.6,Yes,Yes,Austin,Yes,Yes,Yes,268750
14495,55,Female,Indian,Engineering,Engineer,1,13.3,Yes,Yes,Chicago,No,Yes,No,94415
14496,27,Female,White,Marketing,Engineer,5,14.6,No,No,Houston,Yes,No,Yes,162565
14497,27,Male,Indian,HR,Manager,5,17.5,Yes,No,Chicago,No,No,Yes,194293
14498,40,Male,Indian,Finance,Specialist,4,7.3,No,Yes,Austin,Yes,No,Yes,229771
14499,54,Female,Asian,Marketing,Manager,1,4.8,Yes,Yes,Houston,No,No,No,214022
14500,25,Female,Black,Legal,Analyst,5,16.9,Yes,Yes,Atlanta,Yes,Yes,No,274811
14501,29,Female,Black,Sales,Manager,4,11.4,Yes,No,Chicago,No,Yes,Yes,255050
14502,31,Male,Hispanic,HR,Leadership,2,5.3,Yes,Yes,Austin,No,No,No,252974
14503,51,Male,Indian,HR,Specialist,1,13.1,Yes,No,Atlanta,No,No,Yes,230098
14504,39,Female,White,Finance,Manager,2,5.4,No,No,Austin,Yes,Yes,No,145196
14505,46,Male,White,Marketing,Analyst,5,7.0,No,Yes,Atlanta,No,Yes,No,280860
14506,41,Female,Asian,HR,Engineer,5,11.0,No,Yes,Chicago,Yes,No,Yes,253362
14507,48,Male,Asian,Engineering,Specialist,4,8.5,Yes,No,Austin,No,Yes,No,173600
14508,30,Female,White,Finance,Analyst,5,12.7,No,Yes,New York,No,Yes,No,162306
14509,25,Male,Asian,Legal,Manager,1,15.0,Yes,No,New York,No,No,No,220831
14510,44,Male,Asian,Sales,Leadership,1,10.1,Yes,Yes,New York,No,Yes,Yes,107554
14511,39,Female,Asian,Sales,Manager,5,0.8,Yes,Yes,Austin,No,Yes,No,140932
14512,61,Male,Black,HR,Manager,2,5.7,No,No,Houston,No,No,No,118154
14513,61,Male,Black,Finance,Specialist,3,1.5,Yes,Yes,Austin,No,Yes,No,168405
14514,24,Female,Asian,Sales,Engineer,3,3.3,Yes,No,Atlanta,Yes,No,No,116530
14515,40,Female,White,Finance,Engineer,2,6.4,Yes,No,Austin,No,Yes,No,264667
14516,47,Female,Black,Engineering,Engineer,1,6.4,Yes,Yes,Atlanta,Yes,Yes,No,145165
14517,51,Female,Hispanic,Finance,Leadership,2,1.0,Yes,Yes,Houston,Yes,Yes,No,249436
14518,42,Female,Hispanic,HR,Specialist,3,18.7,Yes,No,New York,No,No,No,100911
14519,23,Male,Black,Finance,Manager,1,4.6,No,No,Chicago,Yes,No,No,127747
14520,28,Female,Hispanic,Legal,Manager,5,1.4,No,Yes,Los Angeles,No,No,No,220378
14521,43,Female,Asian,Legal,Analyst,4,13.4,Yes,Yes,Atlanta,Yes,Yes,Yes,242133
14522,40,Male,Asian,Sales,Specialist,1,15.9,No,No,Houston,Yes,Yes,No,149852
14523,32,Female,Black,Sales,Manager,5,1.4,Yes,No,New York,Yes,No,No,94896
14524,55,Male,Black,Engineering,Specialist,5,7.3,Yes,No,Los Angeles,No,No,Yes,131301
14525,22,Female,Asian,HR,Specialist,1,11.2,No,Yes,Chicago,Yes,No,Yes,206031
14526,28,Male,Indian,Finance,Manager,1,0.5,No,No,New York,Yes,No,No,104144
14527,47,Male,Asian,Finance,Engineer,1,9.5,No,Yes,Atlanta,Yes,Yes,Yes,123438
14528,26,Male,Black,Engineering,Leadership,1,14.6,No,Yes,Austin,No,Yes,No,145486
14529,27,Female,White,Engineering,Engineer,4,8.1,Yes,Yes,Houston,Yes,Yes,No,242968
14530,51,Female,Indian,Legal,Analyst,4,1.4,No,No,Austin,No,No,Yes,193230
14531,34,Female,Indian,Legal,Manager,5,14.8,Yes,Yes,Chicago,Yes,No,Yes,209376
14532,34,Male,Black,Finance,Engineer,4,2.4,Yes,No,Austin,Yes,No,No,228769
14533,26,Female,Asian,Marketing,Engineer,1,7.3,No,Yes,Houston,Yes,Yes,Yes,257068
14534,52,Female,Hispanic,HR,Manager,1,13.9,No,Yes,New York,Yes,Yes,Yes,207873
14535,57,Female,White,Engineering,Analyst,5,3.7,Yes,Yes,New York,No,No,No,159584
14536,41,Male,White,Marketing,Engineer,2,12.0,Yes,Yes,Los Angeles,Yes,Yes,No,202330
14537,31,Female,Hispanic,Legal,Analyst,1,9.8,Yes,Yes,Chicago,Yes,Yes,Yes,277870
14538,60,Male,White,HR,Manager,5,15.1,Yes,No,New York,No,No,No,95152
14539,56,Male,Asian,Sales,Analyst,2,17.1,No,No,Atlanta,Yes,Yes,No,175251
14540,37,Female,Asian,Legal,Engineer,5,17.8,No,Yes,New York,No,Yes,No,265815
14541,60,Male,Hispanic,Finance,Analyst,1,0.5,Yes,Yes,New York,No,No,No,138297
14542,49,Female,Asian,Finance,Leadership,3,18.5,No,No,Los Angeles,Yes,Yes,No,111931
14543,22,Male,Indian,Legal,Specialist,3,18.0,No,No,Atlanta,Yes,No,No,152206
14544,32,Male,White,Sales,Leadership,2,17.1,No,Yes,Chicago,Yes,No,Yes,177345
14545,63,Male,White,Marketing,Engineer,3,4.9,No,Yes,Atlanta,No,Yes,Yes,144219
14546,49,Female,Hispanic,Sales,Analyst,3,10.9,No,Yes,Atlanta,Yes,No,No,101217
14547,49,Female,Asian,Finance,Analyst,3,2.6,Yes,Yes,New York,Yes,Yes,No,178537
14548,59,Female,Hispanic,Sales,Analyst,2,10.0,Yes,Yes,Atlanta,No,Yes,Yes,209457
14549,45,Female,Black,Sales,Analyst,5,18.2,Yes,No,Los Angeles,Yes,Yes,Yes,160097
14550,37,Female,Black,Marketing,Specialist,3,5.7,Yes,Yes,Atlanta,No,Yes,Yes,257021
14551,47,Male,Asian,Finance,Analyst,1,11.2,No,Yes,Atlanta,No,No,Yes,149302
14552,51,Female,Asian,Engineering,Manager,1,2.0,No,No,Atlanta,Yes,Yes,No,210839
14553,42,Female,Black,Legal,Manager,2,14.2,Yes,Yes,Houston,No,Yes,Yes,171010
14554,36,Male,Black,Finance,Analyst,1,12.2,No,Yes,New York,No,Yes,Yes,177744
14555,44,Male,Asian,Finance,Manager,4,16.5,No,No,New York,No,Yes,Yes,143204
14556,40,Male,White,Marketing,Analyst,3,20.0,Yes,Yes,Los Angeles,No,Yes,Yes,134221
14557,35,Female,Black,Sales,Leadership,1,3.0,No,Yes,Houston,No,Yes,No,214216
14558,56,Male,Hispanic,Sales,Engineer,3,13.0,Yes,Yes,New York,Yes,No,No,91221
14559,52,Male,White,Marketing,Leadership,4,18.9,Yes,No,New York,Yes,No,No,139348
14560,30,Male,Indian,Marketing,Specialist,2,13.0,Yes,No,Atlanta,Yes,Yes,No,280863
14561,47,Female,White,Legal,Manager,4,15.1,No,Yes,Austin,No,Yes,Yes,205880
14562,25,Female,Black,Engineering,Analyst,3,19.4,No,No,Atlanta,Yes,Yes,Yes,89698
14563,52,Female,Asian,Legal,Leadership,2,11.9,Yes,No,New York,No,Yes,No,232625
14564,38,Male,White,Sales,Analyst,4,5.8,Yes,No,Chicago,Yes,No,No,211622
14565,48,Male,White,HR,Analyst,5,4.3,Yes,No,Atlanta,No,Yes,Yes,136112
14566,46,Male,Black,Legal,Analyst,2,16.3,Yes,No,Austin,Yes,No,No,173453
14567,56,Female,Hispanic,Marketing,Engineer,5,5.3,Yes,Yes,Chicago,No,No,No,191701
14568,32,Male,Hispanic,Marketing,Leadership,5,6.3,No,No,New York,Yes,No,Yes,236101
14569,37,Male,Asian,Legal,Analyst,5,1.9,No,No,Austin,Yes,No,Yes,219052
14570,47,Male,Indian,Legal,Specialist,4,4.2,Yes,Yes,Atlanta,No,No,Yes,91442
14571,31,Female,Asian,Sales,Specialist,3,3.6,Yes,Yes,Atlanta,No,No,No,108386
14572,64,Male,White,Sales,Engineer,4,3.5,No,No,Austin,Yes,No,Yes,151123
14573,46,Female,White,Finance,Analyst,5,16.6,No,No,Atlanta,Yes,No,No,157332
14574,40,Female,White,Sales,Analyst,4,18.6,No,No,Los Angeles,No,No,Yes,183186
14575,37,Female,White,Legal,Specialist,3,4.6,Yes,No,Houston,No,Yes,No,88508
14576,38,Female,Hispanic,Marketing,Leadership,2,6.9,Yes,No,Austin,No,Yes,No,118617
14577,22,Male,Indian,Marketing,Analyst,4,9.6,Yes,No,Los Angeles,Yes,No,No,263146
14578,59,Male,Hispanic,Finance,Leadership,3,5.1,Yes,No,Austin,No,No,Yes,247266
14579,38,Female,Hispanic,Finance,Specialist,2,19.7,Yes,Yes,Atlanta,Yes,Yes,No,88640
14580,42,Male,White,Sales,Engineer,5,17.7,No,No,New York,Yes,Yes,No,189286
14581,39,Female,Black,Legal,Manager,4,17.3,Yes,No,Atlanta,Yes,No,Yes,215077
14582,61,Male,Indian,Engineering,Analyst,3,0.9,Yes,No,Houston,Yes,Yes,Yes,121808
14583,35,Female,Hispanic,Sales,Manager,4,13.7,Yes,Yes,Austin,No,Yes,No,278953
14584,51,Male,Asian,Engineering,Analyst,2,10.7,No,No,Chicago,No,No,Yes,93059
14585,57,Male,Hispanic,Sales,Manager,4,19.1,No,Yes,Houston,No,No,No,117329
14586,29,Male,Asian,Legal,Specialist,1,5.8,Yes,No,Los Angeles,No,Yes,No,277532
14587,45,Male,Indian,Sales,Specialist,5,9.2,Yes,Yes,New York,No,No,Yes,232517
14588,53,Male,White,HR,Engineer,1,6.9,No,Yes,New York,No,No,No,187041
14589,41,Female,Indian,Sales,Leadership,1,2.5,Yes,Yes,Houston,No,Yes,No,198138
14590,33,Female,White,Legal,Manager,4,2.2,No,Yes,Austin,Yes,Yes,Yes,133327
14591,32,Male,Black,Finance,Analyst,5,7.1,No,No,Los Angeles,Yes,No,Yes,278317
14592,29,Female,Black,Engineering,Leadership,3,10.1,No,No,Houston,Yes,No,No,196376
14593,22,Male,Black,Legal,Engineer,2,4.1,No,No,Chicago,Yes,No,Yes,104444
14594,39,Male,Indian,Engineering,Engineer,5,13.4,Yes,Yes,New York,No,Yes,Yes,224482
14595,57,Male,Hispanic,HR,Analyst,2,19.5,Yes,Yes,Austin,No,Yes,Yes,195931
14596,30,Male,Black,Sales,Analyst,2,11.3,No,No,Austin,No,No,No,179024
14597,45,Male,White,Finance,Leadership,5,2.1,No,Yes,New York,Yes,No,Yes,96167
14598,43,Female,White,HR,Analyst,1,3.7,Yes,No,New York,Yes,Yes,No,229347
14599,52,Female,Hispanic,HR,Leadership,3,14.8,Yes,Yes,New York,No,Yes,Yes,212617
14600,55,Male,Black,Legal,Engineer,3,19.2,No,Yes,New York,Yes,No,No,214422
14601,55,Male,White,Legal,Manager,4,4.4,Yes,Yes,Houston,No,No,Yes,206844
14602,52,Male,White,Finance,Leadership,2,2.5,No,Yes,Atlanta,No,No,Yes,135918
14603,56,Male,Indian,Legal,Leadership,2,2.6,Yes,No,Chicago,No,Yes,Yes,155703
14604,46,Male,Indian,Engineering,Leadership,4,6.9,No,Yes,Houston,No,No,No,98715
14605,55,Male,Black,HR,Specialist,4,3.7,No,No,New York,Yes,Yes,Yes,184600
14606,35,Female,Hispanic,HR,Analyst,5,19.6,No,Yes,New York,No,No,Yes,173784
14607,26,Female,Hispanic,Legal,Analyst,2,18.1,Yes,No,Los Angeles,No,No,Yes,169702
14608,44,Male,Indian,Marketing,Manager,1,18.0,Yes,Yes,Chicago,Yes,No,No,174019
14609,28,Female,Hispanic,Marketing,Engineer,4,2.2,No,Yes,New York,Yes,Yes,Yes,243417
14610,49,Male,White,Marketing,Specialist,1,14.0,No,No,Chicago,No,Yes,No,175300
14611,32,Female,Asian,Sales,Engineer,2,6.8,No,Yes,Austin,Yes,No,No,256903
14612,51,Female,Black,HR,Engineer,5,19.4,Yes,No,Chicago,No,No,No,142359
14613,38,Female,Asian,Sales,Engineer,1,10.2,No,Yes,Chicago,No,No,No,213751
14614,23,Male,Indian,Marketing,Manager,1,8.6,No,Yes,Atlanta,No,No,Yes,190387
14615,61,Female,Asian,Sales,Analyst,5,17.4,Yes,Yes,Houston,No,No,Yes,152419
14616,34,Female,White,Legal,Engineer,4,19.3,No,No,Chicago,Yes,Yes,No,94576
14617,48,Male,Asian,HR,Manager,4,18.5,No,Yes,Houston,No,No,Yes,106279
14618,39,Male,White,HR,Specialist,1,9.0,No,Yes,Los Angeles,Yes,No,Yes,202735
14619,46,Female,Indian,Marketing,Manager,1,12.1,Yes,No,Chicago,No,No,Yes,270888
14620,23,Male,Black,Finance,Manager,5,5.3,Yes,No,Houston,Yes,Yes,Yes,211250
14621,49,Female,Indian,Legal,Manager,3,7.9,No,Yes,Chicago,No,Yes,No,186954
14622,43,Female,Indian,Finance,Specialist,4,4.5,Yes,Yes,Houston,No,No,No,228856
14623,46,Male,Indian,Marketing,Specialist,5,19.5,No,Yes,Austin,Yes,Yes,No,274948
